"id","title","price","promo_price","vendor","product_code","color","memory","reviews_count","screen_diagonal","screen_resolution","image_urls","specifications","link","status","scraped_at"
"12","Мобільний телефон Apple iPhone 15 128GB Black (MTP03)","32999",NULL,"Apple","U0854689","чорний","128 Gb",1,"6.1""","1179 х 2556","[""https://brain.com.ua/static/images/prod_img/8/9/U0854689_small_1739047983.jpg"", ""https://brain.com.ua/static/images/prod_img/8/9/U0854689_2small_1739047985.jpg"", ""https://brain.com.ua/static/images/prod_img/8/9/U0854689_3small_1739047986.jpg""]","{""Вага"": ""171 г"", ""Колір"": ""чорний"", ""Безпека"": ""FaceID"", ""Виробник"": ""Apple"", ""Примітка"": ""Виробник може змінювати властивості, характеристики, зовнішній вигляд і комплектацію товарів без попередження"", ""Процесор"": ""Apple A16 Bionic"", ""Штрихкод"": ""195949036019"", ""Навігація"": ""QZSS, Galileo, BeiDou, iBeacon, GPS, A-GPS"", ""Оснащення"": ""пило/вологозахист, гіроскоп"", ""Органайзер"": ""будильник, телефонна книга, диктофон, секундомір, нотатки, калькулятор, світовий час, годинник, календар"", ""Розміри (мм)"": ""147.6 x 71.6 x 7.80 мм"", ""Стан товару"": ""Новий"", ""Тип дисплея"": ""OLED"", ""Форм-фактор"": ""моноблок"", ""Мультимедіа"": ""соціальні мережі, відеоплеєр, музичний плеєр, мобільні сервіси Google, ігри"", ""Особливості"": ""IP68 certified"", ""Гарантія, міс"": ""12"", ""Кількість ядер"": ""6 core"", ""Основна камера"": ""48 + 12 Mpx"", ""Формат SIM-карти"": ""e-sim, Nano"", ""Функції камери"": ""розпізнавання обличчя, панорама, геотегінг, спалах, автофокус"", ""Діагональ екрану"": ""6.1\"""", ""Кількість SIM-карт"": ""1 SIM + e-sim"", ""Вбудована пам'ять"": ""128 Gb"", ""Вбудовані датчики"": ""компас, акселерометр, датчик освітлення, датчик наближення, гіроскоп, барометр"", ""Фронтальна камера"": ""12 Mpx"", ""Країна виробництва"": ""Китай"", ""Метод стабілізації"": ""оптична"", ""Операційна система"": ""iOS 17"", ""Особливості корпусу"": ""водонепроникні"", ""Бездротові технології"": ""Bluetooth, WI-FI, бездротова зарядка, NFC"", ""Інтерфейси і підключення"": ""USB Type-C"", ""Частота оновлення екрану"": ""60 Гц"", ""Покоління зв'язку (2G /3G/4G/5G)"": ""2G, 3G, 4G, 5G"", ""Діафрагма основної камери"": ""f/1.6 + f/2.4"", ""Роздільна здатність екрану"": ""1179 х 2556"", ""Запис відео основної камери"": ""4K / 3840x2160 / стереозвук"", ""Діафрагма фронтальної камери"": ""f/1.9"", ""Кількість модулів основної камери"": ""2"", ""Кількість модулів фронтальної камери"": ""1""}","https://brain.com.ua/ukr/Mobilniy_telefon_Apple_iPhone_15_128GB_Black-p1044347.html","New","2026-07-02 15:54:37.196904+03"
